[2025-03-23T17:19:51.652+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fraud_detection_pipeline_2.populate_blacklist manual__2025-03-23T17:19:12+00:00 [queued]>
[2025-03-23T17:19:51.661+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fraud_detection_pipeline_2.populate_blacklist manual__2025-03-23T17:19:12+00:00 [queued]>
[2025-03-23T17:19:51.662+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-03-23T17:19:51.676+0000] {taskinstance.py:1380} INFO - Executing <Task(PythonOperator): populate_blacklist> on 2025-03-23 17:19:12+00:00
[2025-03-23T17:19:51.681+0000] {standard_task_runner.py:57} INFO - Started process 13048 to run task
[2025-03-23T17:19:51.684+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'fraud_detection_pipeline_2', 'populate_blacklist', 'manual__2025-03-23T17:19:12+00:00', '--job-id', '185', '--raw', '--subdir', 'DAGS_FOLDER/dag_2.py', '--cfg-path', '/tmp/tmpey9t18hb']
[2025-03-23T17:19:51.687+0000] {standard_task_runner.py:85} INFO - Job 185: Subtask populate_blacklist
[2025-03-23T17:19:51.734+0000] {task_command.py:415} INFO - Running <TaskInstance: fraud_detection_pipeline_2.populate_blacklist manual__2025-03-23T17:19:12+00:00 [running]> on host 4ece88aec9a9
[2025-03-23T17:19:51.813+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='abelchaguermohmaed@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='fraud_detection_pipeline_2' AIRFLOW_CTX_TASK_ID='populate_blacklist' AIRFLOW_CTX_EXECUTION_DATE='2025-03-23T17:19:12+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-03-23T17:19:12+00:00'
[2025-03-23T17:19:51.815+0000] {dag_2.py:184} INFO - Fetching blacklist data from API...
[2025-03-23T17:19:51.821+0000] {dag_2.py:186} INFO - API Response: {
  "blacklist_info": [
[2025-03-23T17:19:51.830+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C038', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.831+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C040', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.831+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C041', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.832+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C044', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.832+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C045', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.833+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C052', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.834+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C057', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.834+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C064', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.835+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C067', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.835+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C071', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.836+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C073', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.836+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C074', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.837+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C076', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.837+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C077', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.838+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C081', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:19:51.838+0000] {dag_2.py:211} INFO - Processing entry: {'customer_id': 'C086', 'blacklist_reason': 'high_fraud_reports', 'blacklist_date': '2025-03-23 17:19:51', 'source': 'external_api'}
[2025-03-23T17:20:08.816+0000] {python.py:194} INFO - Done. Returned value was: None
[2025-03-23T17:20:08.831+0000] {taskinstance.py:1398} INFO - Marking task as SUCCESS. dag_id=fraud_detection_pipeline_2, task_id=populate_blacklist, execution_date=20250323T171912, start_date=20250323T171951, end_date=20250323T172008
[2025-03-23T17:20:08.844+0000] {logging_mixin.py:151} WARNING - /home/***/.local/lib/python3.8/site-packages/***/utils/email.py:154 RemovedInAirflow3Warning: Fetching SMTP credentials from configuration variables will be deprecated in a future release. Please set credentials using a connection instead.
[2025-03-23T17:20:08.845+0000] {email.py:270} INFO - Email alerting: attempt 1
[2025-03-23T17:20:08.852+0000] {taskinstance.py:1703} ERROR - Error when executing notify_success callback
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/models/taskinstance.py", line 1700, in _run_finished_callback
    callback(context)
  File "/opt/airflow/dags/dag_2.py", line 54, in notify_success
    send_email(to=email, subject=subject, html_content=html_content)
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/utils/email.py", line 80, in send_email
    return backend(
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/utils/email.py", line 154, in send_email_smtp
    send_mime_email(e_from=mail_from, e_to=recipients, mime_msg=msg, conn_id=conn_id, dryrun=dryrun)
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/utils/email.py", line 272, in send_mime_email
    smtp_conn = _get_smtp_connection(smtp_host, smtp_port, smtp_timeout, smtp_ssl)
  File "/home/airflow/.local/lib/python3.8/site-packages/airflow/utils/email.py", line 317, in _get_smtp_connection
    return smtplib.SMTP(host=host, port=port, timeout=timeout)
  File "/usr/local/lib/python3.8/smtplib.py", line 255, in __init__
    (code, msg) = self.connect(host, port)
  File "/usr/local/lib/python3.8/smtplib.py", line 339, in connect
    self.sock = self._get_socket(host, port, self.timeout)
  File "/usr/local/lib/python3.8/smtplib.py", line 310, in _get_socket
    return socket.create_connection((host, port), timeout,
  File "/usr/local/lib/python3.8/socket.py", line 787, in create_connection
    for res in getaddrinfo(host, port, 0, SOCK_STREAM):
  File "/usr/local/lib/python3.8/socket.py", line 918, in getaddrinfo
    for res in _socket.getaddrinfo(host, port, family, type, proto, flags):
socket.gaierror: [Errno -2] Name or service not known
[2025-03-23T17:20:08.919+0000] {local_task_job_runner.py:228} INFO - Task exited with return code 0
[2025-03-23T17:20:08.945+0000] {taskinstance.py:2776} INFO - 1 downstream tasks scheduled from follow-on schedule check
